FID,row_number,idserv,clave,cueanexo,nombre,id_modalidad,modalidad,id_nivel,nivel,id_periodo,periodo,calle,nro,calle_lateral_derecha,calle_lateral_izquierda,id_localidad,localidad,codigo_postal,id_distrito,distrito,region,region_educativa,categoria,depend_func,caracteristica_telefonica,nro_telefono,rpv,email,desfavorabilidad,subvencion,id_ubicacion,ubicacion,id_sector,sector,id_dependencia,dependencia,id_tipo_organizacion,tipo_organizacion,matricula,varones,mujeres,secciones,turnos,capa,area,seccion_electoral,sede_axo_ext,esc_sede,cue,anexo,nro_escuela,latitud,longitud,cui,the_geom
Nivel_Primario_G_Estatal.fid--3f1fc7b2_18a3e5760de_-59fd,4278,4537,0058PP0021,060052200,"ESCUELA DE EDUCACIÓN PRIMARIA Nº21 ""PROSPERO ALEMANDRI""",1,Educación Común,2,Nivel Primario,103,Inicial 2023,SECCION QUINTAS,S/N,RUTA 7,CAMINO RURAL,529,VEDIA,6030,058,Leandro N. Alem,14,Región XIV,Segunda,Dirección Provincial de Educación Primaria,02354,42-1021,51902,escuela21vedia@hotmail.com.ar,0,Oficial,1,Urbano,6,Estatal,0,Oficial,PP,ESCUELA DE EDUCACIÓN PRIMARIA,49,20,29,3,"""DOBLE ESCOLARIDAD""",2,INTERIOR,4,SEDE,,600522,0,0021,-34.50845926,-61.5428912,605800227,POINT (-61.542891196572675 -34.50845925538952)
Nivel_Primario_G_Estatal.fid--3f1fc7b2_18a3e5760de_-59fc,4279,4538,0058PP0022,060424500,"ESCUELA DE EDUCACIÓN PRIMARIA Nº22 ""DIOSMA VILLARINO DE OYHAMBURU""",1,Educación Común,2,Nivel Primario,103,Inicial 2023,PRESIDENTE PERÓN Y BASES,S/N,,BASES,527,JUAN BAUTISTA ALBERDI,6034,058,Leandro N. Alem,14,Región XIV,Tercera,Dirección Provincial de Educación Primaria,02354,48-0614,,primaria22@hotmail.com,0,Oficial,1,Urbano,6,Estatal,0,Oficial,PP,ESCUELA DE EDUCACIÓN PRIMARIA,48,27,21,3,MAÑANA,2,INTERIOR,4,SEDE,,604245,0,0022,-34.44429117,-61.80314493,605800338,POINT (-61.80314493282267 -34.44429116730783)
Nivel_Primario_G_Estatal.fid--3f1fc7b2_18a3e5760de_-59fb,4329,4586,0059PP0001,060975100,"ESCUELA DE EDUCACIÓN PRIMARIA Nº1 ""DOMINGO FAUSTINO SARMIENTO""",1,Educación Común,2,Nivel Primario,103,Inicial 2023,AVDA MASSEY (E/PRINGLES Y VIAMONTE),250,,,536,LINCOLN,6070,059,Lincoln,14,Región XIV,Primera,Dirección Provincial de Educación Primaria,02355,42-3064,,escuelan1dfsarmiento@hotmail.com,0,Oficial,1,Urbano,6,Estatal,0,Oficial,PP,ESCUELA DE EDUCACIÓN PRIMARIA,261,141,120,18,"MAÑANA,TARDE",2,INTERIOR,4,SEDE,,609751,0,0001,-34.86221117,-61.52292217,605900448,POINT (-61.5229221712642 -34.86221117107898)
Nivel_Primario_G_Estatal.fid--3f1fc7b2_18a3e5760de_-59fa,4330,4587,0059PP0002,060975000,"ESCUELA DE EDUCACIÓN PRIMARIA Nº2 ""BERNARDINO RIVADAVIA""",1,Educación Común,2,Nivel Primario,103,Inicial 2023,AV. L. ALEM (E/9 DE JULIO Y BELGRANO),1160,BELGRANO,9 DE JULIO,536,LINCOLN,6070,059,Lincoln,14,Región XIV,Primera,Dirección Provincial de Educación Primaria,02355,42-1436,52315,escuelaprimaria2@hotmail.com,0,Oficial,1,Urbano,6,Estatal,0,Oficial,PP,ESCUELA DE EDUCACIÓN PRIMARIA,384,185,199,24,"MAÑANA,TARDE",2,INTERIOR,4,SEDE,,609750,0,0002,-34.86907196,-61.52888735,605900046,POINT (-61.528887351260614 -34.86907196303003)
Nivel_Primario_G_Estatal.fid--3f1fc7b2_18a3e5760de_-59f9,4331,4588,0059PP0003,060976300,"ESCUELA DE EDUCACIÓN PRIMARIA Nº3 ""MANUEL BELGRANO""",1,Educación Común,2,Nivel Primario,103,Inicial 2023,AVENIDA 25 DE MAYO ESQ. TEDIN,599,VIRGILIO TEDÍN,MARTÍN IRIGOYEN,536,LINCOLN,6070,059,Lincoln,14,Región XIV,Segunda,Dirección Provincial de Educación Primaria,02355,43-2857,,opp0590003@abcgovar,0,Oficial,1,Urbano,6,Estatal,0,Oficial,PP,ESCUELA DE EDUCACIÓN PRIMARIA,135,74,61,6,TARDE,2,INTERIOR,4,SEDE,,609763,0,0003,-34.86246852,-61.53586346,605900453,POINT (-61.53586346332939 -34.86246851780705)
Nivel_Primario_G_Estatal.fid--3f1fc7b2_18a3e5760de_-59f8,4332,4590,0059PP0007,060358600,"ESCUELA DE EDUCACIÓN PRIMARIA Nº7 ""JUAN JOSÉ PASO""",1,Educación Común,2,Nivel Primario,103,Inicial 2023,CUARTEL IV.AC.RECALDE Y RUTA PROV Nº50,S/N,,,536,LINCOLN,6070,059,Lincoln,14,Región XIV,Tercera,Dirección Provincial de Educación Primaria,02355,64-8739,96911,escuelan7@hotmail.com,0,Oficial,1,Urbano,6,Estatal,0,Oficial,PP,ESCUELA DE EDUCACIÓN PRIMARIA,21,14,7,4,TARDE,2,INTERIOR,4,SEDE,,603586,0,0007,-34.88211474,-61.49697753,605900513,POINT (-61.496977527192136 -34.88211473850368)
Nivel_Primario_G_Estatal.fid--3f1fc7b2_18a3e5760de_-59f7,4333,4591,0059PP0008,060358500,"ESCUELA DE EDUCACIÓN PRIMARIA Nº8 ""FRAGATA SARMIENTO""",1,Educación Común,2,Nivel Primario,103,Inicial 2023,CUARTEL II,S/N,,,536,LINCOLN,6070,059,Lincoln,14,Región XIV,Tercera,Dirección Provincial de Educación Primaria,02355,15-53-0570,96913,escuela8fs@hotmail.com,1,Oficial,3,Rural Disperso,6,Estatal,0,Oficial,PP,ESCUELA DE EDUCACIÓN PRIMARIA,8,4,4,1,TARDE,2,INTERIOR,4,SEDE,,603585,0,0008,-34.92016829,-61.5928371,605900392,POINT (-61.592837102251956 -34.92016828823493)
Nivel_Primario_G_Estatal.fid--3f1fc7b2_18a3e5760de_-59f6,4334,4594,0059PP0011,060976200,"ESCUELA DE EDUCACIÓN PRIMARIA Nº11 ""JUAN LARREA""",1,Educación Común,2,Nivel Primario,103,Inicial 2023,CUARTEL V,S/N,,,536,LINCOLN,6070,059,Lincoln,14,Región XIV,Tercera,Dirección Provincial de Educación Primaria,02355,51-4994,,nanninoelia@gmail.com,0,Oficial,3,Rural Disperso,6,Estatal,0,Oficial,PP,ESCUELA DE EDUCACIÓN PRIMARIA,4,3,1,1,TARDE,2,INTERIOR,4,SEDE,,609762,0,0011,-34.8358099,-61.56090908,605900407,POINT (-61.56090908139033 -34.83580989550941)
Nivel_Primario_G_Estatal.fid--3f1fc7b2_18a3e5760de_-59f5,4335,4595,0059PP0012,060973100,"ESCUELA DE EDUCACIÓN PRIMARIA Nº12 ""REPUBLICA DE CHILE""",1,Educación Común,2,Nivel Primario,103,Inicial 2023,AVDA. HECTOR LANNES,221,,,530,ARENAZA,6075,059,Lincoln,14,Región XIV,Segunda,Dirección Provincial de Educación Primaria,02355,49-5004,,primariarenaza@hotmail.com,0,Oficial,4,Rural Agrupado,6,Estatal,0,Oficial,PP,ESCUELA DE EDUCACIÓN PRIMARIA,199,101,98,12,"MAÑANA,TARDE",2,INTERIOR,4,SEDE,,609731,0,0012,-34.98629666,-61.7751235,605900521,POINT (-61.77512349995235 -34.98629666225945)
Nivel_Primario_G_Estatal.fid--3f1fc7b2_18a3e5760de_-59f4,4336,4596,0059PP0013,060358400,"ESCUELA DE EDUCACIÓN PRIMARIA Nº13 ""GENERAL JUAN GREGORIO LEMOS""",1,Educación Común,2,Nivel Primario,103,Inicial 2023,CUARTEL VI,S/N,,,3156,LA PERGAMINERA,6070,059,Lincoln,14,Región XIV,Tercera,Dirección Provincial de Educación Primaria,02355,15-41-8140,96919,escuelaprimaria-13@hotmail.com,1,Oficial,3,Rural Disperso,6,Estatal,0,Oficial,PP,ESCUELA DE EDUCACIÓN PRIMARIA,2,0,2,1,TARDE,2,INTERIOR,4,SEDE,,603584,0,0013,-34.78778894,-61.30999616,605900532,POINT (-61.3099961557984 -34.7877889401071)
Nivel_Primario_G_Estatal.fid--3f1fc7b2_18a3e5760de_-59f3,4337,4598,0059PP0015,060358300,"ESCUELA DE EDUCACIÓN PRIMARIA Nº15 ""MANUEL ALBERTI""",1,Educación Común,2,Nivel Primario,103,Inicial 2023,CUARTEL IV,S/N,,,536,LINCOLN,6070,059,Lincoln,14,Región XIV,Tercera,Dirección Provincial de Educación Primaria,02355,15-64-8746,96923,ep15@outlook.com.ar,2,Oficial,3,Rural Disperso,6,Estatal,0,Oficial,PP,ESCUELA DE EDUCACIÓN PRIMARIA,5,3,2,1,MAÑANA,2,INTERIOR,4,SEDE,,603583,0,0015,-34.91950663,-61.45746241,605900371,POINT (-61.45746240556645 -34.919506634522946)
Nivel_Primario_G_Estatal.fid--3f1fc7b2_18a3e5760de_-59f2,4338,4599,0059PP0016,060973500,"ESCUELA DE EDUCACIÓN PRIMARIA Nº16 ""MIGUEL DE AZCUENAGA""",1,Educación Común,2,Nivel Primario,103,Inicial 2023,SIMON BOLIVAR E INDEPENDENCIA,S/N,,,535,LAS TOSCAS,6453,059,Lincoln,14,Región XIV,Segunda,Dirección Provincial de Educación Primaria,02355,49-1079,,opp0590016@abc.gov.ar,1,Oficial,4,Rural Agrupado,6,Estatal,0,Oficial,PP,ESCUELA DE EDUCACIÓN PRIMARIA,42,18,24,4,"""DOBLE ESCOLARIDAD""",2,INTERIOR,4,SEDE,,609735,0,0016,-35.36238479,-61.79856048,605900545,POINT (-61.798560480214555 -35.36238478706737)
Nivel_Primario_G_Estatal.fid--3f1fc7b2_18a3e5760de_-59f1,4339,4600,0059PP0017,060976100,"ESCUELA DE EDUCACIÓN PRIMARIA Nº17 ""HIPOLITO YRIGOYEN""",1,Educación Común,2,Nivel Primario,103,Inicial 2023,9 DE JULIO,S/N,,,531,BAYAUCA,6078,059,Lincoln,14,Región XIV,Segunda,Dirección Provincial de Educación Primaria,02355,49-4059,96925,esc059pp0017@hotmail.com,1,Oficial,4,Rural Agrupado,6,Estatal,0,Oficial,PP,ESCUELA DE EDUCACIÓN PRIMARIA,56,32,24,6,"""DOBLE ESCOLARIDAD""",2,INTERIOR,4,SEDE,,609761,0,0017,-34.86760832,-61.28870715,605900469,POINT (-61.28870715251347 -34.86760831507131)
Nivel_Primario_G_Estatal.fid--3f1fc7b2_18a3e5760de_-59f0,4340,4601,0059PP0018,060976000,"ESCUELA DE EDUCACIÓN PRIMARIA Nº18 ""GENERAL JOSÉ DE SAN MARTIN""",1,Educación Común,2,Nivel Primario,103,Inicial 2023,OBLIGADO  (ESQ. SAN MARTÍN),95,SAN MARTÍN,MASSEY,536,LINCOLN,6070,059,Lincoln,14,Región XIV,Primera,Dirección Provincial de Educación Primaria,02355,43-1539,52320,ep_18lincoln@hotmail.com,0,Oficial,1,Urbano,6,Estatal,0,Oficial,PP,ESCUELA DE EDUCACIÓN PRIMARIA,132,68,64,12,"MAÑANA,TARDE",2,INTERIOR,4,SEDE,,609760,0,0018,-34.87279368,-61.53770689,605900226,POINT (-61.53770688826347 -34.872793676486154)
Nivel_Primario_G_Estatal.fid--3f1fc7b2_18a3e5760de_-59ef,4341,4602,0059PP0019,060972300,"ESCUELA DE EDUCACIÓN PRIMARIA Nº19 ""MARIANO MORENO""",1,Educación Común,2,Nivel Primario,103,Inicial 2023,12 DE OCTUBRE Y MALVINAS ARGENTINAS,790,MALVINAS ARGENTINAS,LIBERTADOR,533,CORONEL MARTINEZ DE HOZ,6070,059,Lincoln,14,Región XIV,Segunda,Dirección Provincial de Educación Primaria,02355,49-7037,,escuelaprimaria19@hotmail.com,1,Oficial,4,Rural Agrupado,6,Estatal,0,Oficial,PP,ESCUELA DE EDUCACIÓN PRIMARIA,101,61,40,6,"""DOBLE ESCOLARIDAD""",2,INTERIOR,4,SEDE,,609723,0,0019,-35.33182108,-61.60914645,605900550,POINT (-61.60914645324781 -35.33182108107696)
Nivel_Primario_G_Estatal.fid--3f1fc7b2_18a3e5760de_-59ee,4342,4603,0059PP0020,060358200,"ESCUELA DE EDUCACIÓN PRIMARIA Nº20 ""REPUBLICA DEL URUGUAY""",1,Educación Común,2,Nivel Primario,103,Inicial 2023,CUARTEL II (SECCION QUINTAS),S/N,9 DE JULIO,BALCARSE,536,LINCOLN,6070,059,Lincoln,14,Región XIV,Segunda,Dirección Provincial de Educación Primaria,02355,15-55-3331,96926,escuelaprimaria20@hotmail.com,0,Oficial,1,Urbano,6,Estatal,0,Oficial,PP,ESCUELA DE EDUCACIÓN PRIMARIA,6,5,1,1,TARDE,2,INTERIOR,4,SEDE,,603582,0,0020,-34.88809147,-61.51241981,605900566,POINT (-61.51241981212569 -34.88809147184319)
Nivel_Primario_G_Estatal.fid--3f1fc7b2_18a3e5760de_-59ed,4343,4604,0059PP0021,060973400,"ESCUELA DE EDUCACIÓN PRIMARIA Nº21 ""REPÚBLICA DEL PERÚ""",1,Educación Común,2,Nivel Primario,103,Inicial 2023,AVENIDA REPÚBLICA ARGENTINA,54,NEUQUÉN,SESQUICENTENARIO,532,CARLOS SALAS,6453,059,Lincoln,14,Región XIV,Tercera,Dirección Provincial de Educación Primaria,02357,49-4020,96927,escuelaprimaria21@hotmail.com,2,Oficial,4,Rural Agrupado,6,Estatal,0,Oficial,PP,ESCUELA DE EDUCACIÓN PRIMARIA,24,14,10,3,MAÑANA,2,INTERIOR,4,SEDE,,609734,0,0021,-35.39023002,-61.99383729,605900578,POINT (-61.9938372948228 -35.39023002181687)
Nivel_Primario_G_Estatal.fid--3f1fc7b2_18a3e5760de_-59ec,4344,4605,0059PP0022,060972900,"ESCUELA DE EDUCACIÓN PRIMARIA Nº22 ""LUIS PASTEUR""",1,Educación Común,2,Nivel Primario,103,Inicial 2023,SAN MARTÍN Y AVENIDA MONTES,S/N,,,537,PASTEUR,6077,059,Lincoln,14,Región XIV,Segunda,Dirección Provincial de Educación Primaria,02355,49-2050,52311,escuelaprimaria22@hotmail.com,1,Oficial,1,Urbano,6,Estatal,0,Oficial,PP,ESCUELA DE EDUCACIÓN PRIMARIA,168,82,86,10,"MAÑANA,TARDE",2,INTERIOR,4,SEDE,,609729,0,0022,-35.14051785,-62.24445378,605900584,POINT (-62.244453775331685 -35.14051784581542)
Nivel_Primario_G_Estatal.fid--3f1fc7b2_18a3e5760de_-59eb,4345,4606,0059PP0023,060358100,"ESCUELA DE EDUCACIÓN PRIMARIA Nº23 ""CAPITAN BERMUDEZ""",1,Educación Común,2,Nivel Primario,103,Inicial 2023,CUARTEL VIII,S/N,,,3152,BERMUDEZ,6070,059,Lincoln,14,Región XIV,Tercera,Dirección Provincial de Educación Primaria,02355,15-64-8533,96928,ep23capitanbermudez@outlook.com,2,Oficial,4,Rural Agrupado,6,Estatal,0,Oficial,PP,ESCUELA DE EDUCACIÓN PRIMARIA,15,8,7,1,"""DOBLE ESCOLARIDAD""",2,INTERIOR,4,SEDE,,603581,0,0023,-34.69316735,-61.32456116,605900288,POINT (-61.32456116106919 -34.69316734839397)
Nivel_Primario_G_Estatal.fid--3f1fc7b2_18a3e5760de_-59ea,4346,4607,0059PP0024,060356200,"ESCUELA DE EDUCACIÓN PRIMARIA Nº24 ""REMEDIOS ESCALADA DE SAN MARTIN""",1,Educación Común,2,Nivel Primario,103,Inicial 2023,AVELLANEDA,91,SARMIENTO,9 DE SEPTIEMBRE,534,EL TRIUNFO,6073,059,Lincoln,14,Región XIV,Segunda,Dirección Provincial de Educación Primaria,02355,49-3010,52312,escuelaprimaria24@hotmail.com,0,Oficial,4,Rural Agrupado,6,Estatal,0,Oficial,PP,ESCUELA DE EDUCACIÓN PRIMARIA,116,58,58,6,"""DOBLE ESCOLARIDAD""",2,INTERIOR,4,SEDE,,603562,0,0024,-35.08813051,-61.51201652,605900597,POINT (-61.51201651524462 -35.08813051072782)
Nivel_Primario_G_Estatal.fid--3f1fc7b2_18a3e5760de_-59e9,4347,4608,0059PP0025,060972600,"ESCUELA DE EDUCACIÓN PRIMARIA Nº25 ""JUAN BAUTISTA ALBERDI""",1,Educación Común,2,Nivel Primario,103,Inicial 2023,J. B. ALBERDI (ESQ. BELGRANO),1489,,,538,ROBERTS,6075,059,Lincoln,14,Región XIV,Primera,Dirección Provincial de Educación Primaria,02355,49-8255,52328,escuelaprimaria25@hotmail.com,0,Oficial,1,Urbano,6,Estatal,0,Oficial,PP,ESCUELA DE EDUCACIÓN PRIMARIA,269,132,137,12,"MAÑANA,TARDE",2,INTERIOR,4,SEDE,,609726,0,0025,-35.14444328,-61.96904382,605900495,POINT (-61.96904381722333 -35.14444327953065)
Nivel_Primario_G_Estatal.fid--3f1fc7b2_18a3e5760de_-59e8,4348,4609,0059PP0027,060355900,"ESCUELA DE EDUCACIÓN PRIMARIA Nº27 ""SANTA MARÍA""",1,Educación Común,2,Nivel Primario,103,Inicial 2023,RUTA PROVINCIAL Nº50 Y CAMINO QUIROGA,S/N,,,534,EL TRIUNFO,6073,059,Lincoln,14,Región XIV,Tercera,Dirección Provincial de Educación Primaria,02355,64-1330,96930,0059pp002@gmail.com,1,Oficial,3,Rural Disperso,6,Estatal,0,Oficial,PP,ESCUELA DE EDUCACIÓN PRIMARIA,2,0,2,1,TARDE,2,INTERIOR,4,SEDE,,603559,0,0027,-35.25832748,-61.45495519,605900606,POINT (-61.45495519192945 -35.25832747533208)
Nivel_Primario_G_Estatal.fid--3f1fc7b2_18a3e5760de_-59e7,4349,4610,0059PP0028,060972700,"ESCUELA DE EDUCACIÓN PRIMARIA Nº28 ""NEGRO FALUCHO""",1,Educación Común,2,Nivel Primario,103,Inicial 2023,CUARTEL XIV QUINTAS,S/N,,,538,ROBERTS,6075,059,Lincoln,14,Región XIV,Tercera,Dirección Provincial de Educación Primaria,02355,15-64-8750,96932,escuelaprimaria28@hotmail.com,1,Oficial,1,Urbano,6,Estatal,0,Oficial,PP,ESCUELA DE EDUCACIÓN PRIMARIA,10,4,6,1,TARDE,2,INTERIOR,4,SEDE,,609727,0,0028,-35.13684027,-61.95951666,605900610,POINT (-61.9595166575725 -35.13684027335697)
Nivel_Primario_G_Estatal.fid--3f1fc7b2_18a3e5760de_-59e6,4350,4611,0059PP0030,060975900,"ESCUELA DE EDUCACIÓN PRIMARIA Nº30 ""ALMAFUERTE""",1,Educación Común,2,Nivel Primario,103,Inicial 2023,CUARTEL III CHACRAS,S/N,,,536,LINCOLN,6070,059,Lincoln,14,Región XIV,Tercera,Dirección Provincial de Educación Primaria,02355,15-55-2393,,escuelaprimaria30@hotmail.com,0,Oficial,1,Urbano,6,Estatal,0,Oficial,PP,ESCUELA DE EDUCACIÓN PRIMARIA,2,2,0,1,MAÑANA,2,INTERIOR,4,SEDE,,609759,0,0030,-34.85537704,-61.56190999,605900623,POINT (-61.561909985458776 -34.85537703791909)
Nivel_Primario_G_Estatal.fid--3f1fc7b2_18a3e5760de_-59e5,4351,4613,0059PP0032,060358000,"ESCUELA DE EDUCACIÓN PRIMARIA Nº32 ""JUAN BAUTISTA CABRAL""",1,Educación Común,2,Nivel Primario,103,Inicial 2023,ESTACIÓN VIGILANCIA,S/N,,,534,EL TRIUNFO,6073,059,Lincoln,14,Región XIV,Tercera,Dirección Provincial de Educación Primaria,02355,15-47-6894,96934,escuelaprimaria32@hotmail.com,2,Oficial,3,Rural Disperso,6,Estatal,0,Oficial,PP,ESCUELA DE EDUCACIÓN PRIMARIA,2,1,1,1,TARDE,2,INTERIOR,4,SEDE,,603580,0,0032,-35.11337004,-61.6765011,605900634,POINT (-61.67650109695005 -35.11337003729609)
Nivel_Primario_G_Estatal.fid--3f1fc7b2_18a3e5760de_-59e4,4352,4614,0059PP0033,060355200,"ESCUELA DE EDUCACIÓN PRIMARIA Nº33 ""MARTÍN MIGUEL DE GÜEMES""",1,Educación Común,2,Nivel Primario,103,Inicial 2023,RUTA 68,S/N,,,530,ARENAZA,6075,059,Lincoln,14,Región XIV,Tercera,Dirección Provincial de Educación Primaria,02355,15-64-8534,96936,martinguemespp33@hotmail.com,1,Oficial,3,Rural Disperso,6,Estatal,0,Oficial,PP,ESCUELA DE EDUCACIÓN PRIMARIA,6,2,4,1,TARDE,2,INTERIOR,4,SEDE,,603552,0,0033,-35.00439916,-61.88823828,605900647,POINT (-61.888238284450246 -35.00439915769675)
Nivel_Primario_G_Estatal.fid--3f1fc7b2_18a3e5760de_-59e3,4353,4615,0059PP0034,060357900,"ESCUELA DE EDUCACIÓN PRIMARIA Nº34 ""ABRAHAM LINCOLN""",1,Educación Común,2,Nivel Primario,103,Inicial 2023,ZONA RURAL,S/N,,,3152,BERMUDEZ,6070,059,Lincoln,14,Región XIV,Tercera,Dirección Provincial de Educación Primaria,02355,15-57-7215,96938,fcanon@abc.gov.ar,1,Oficial,3,Rural Disperso,6,Estatal,0,Oficial,PP,ESCUELA DE EDUCACIÓN PRIMARIA,3,3,0,1,TARDE,2,INTERIOR,4,SEDE,,603579,0,0034,-34.717689,-61.40463087,605900385,POINT (-61.40463086689228 -34.71768900414806)
Nivel_Primario_G_Estatal.fid--3f1fc7b2_18a3e5760de_-59e2,4354,4616,0059PP0035,060973600,"ESCUELA DE EDUCACIÓN PRIMARIA Nº35 ""ARSENIO CAVILLA SINCLAIR""",1,Educación Común,2,Nivel Primario,103,Inicial 2023,CUARTEL XII,S/N,-,-,535,LAS TOSCAS,6453,059,Lincoln,14,Región XIV,Tercera,Dirección Provincial de Educación Primaria,2355,44-9954,96940,epn35lt@gmail.com,5,Oficial,3,Rural Disperso,6,Estatal,0,Oficial,PP,ESCUELA DE EDUCACIÓN PRIMARIA,7,4,3,1,MAÑANA,2,INTERIOR,4,SEDE,,609736,0,0035,-35.49768345,-61.80683285,605900290,POINT (-61.806832847982555 -35.497683452216044)
Nivel_Primario_G_Estatal.fid--3f1fc7b2_18a3e5760de_-59e1,4355,4617,0059PP0036,060355600,"ESCUELA DE EDUCACIÓN PRIMARIA Nº36 ""ALBERTO TADDEI""",1,Educación Común,2,Nivel Primario,103,Inicial 2023,CUARTEL VII,S/N,,,534,EL TRIUNFO,6073,059,Lincoln,14,Región XIV,Tercera,Dirección Provincial de Educación Primaria,02355,15-64-8527,96942,escuelaprimaria-36@hotmail.com,1,Oficial,3,Rural Disperso,6,Estatal,0,Oficial,PP,ESCUELA DE EDUCACIÓN PRIMARIA,1,1,0,1,TARDE,2,INTERIOR,4,SEDE,,603556,0,0036,-35.0145529,-61.3929846,605900652,POINT (-61.392984596862284 -35.014552895099506)
Nivel_Primario_G_Estatal.fid--3f1fc7b2_18a3e5760de_-59e0,4356,4619,0059PP0038,060357800,"ESCUELA DE EDUCACIÓN PRIMARIA Nº38 ""ANTARTIDA ARGENTINA""",1,Educación Común,2,Nivel Primario,103,Inicial 2023,CUARTEL V,S/N,,,536,LINCOLN,6070,059,Lincoln,14,Región XIV,Tercera,Dirección Provincial de Educación Primaria,02355,15-64-8759,96944,opp0590038@abc.gov.ar,1,Oficial,3,Rural Disperso,6,Estatal,0,Oficial,PP,ESCUELA DE EDUCACIÓN PRIMARIA,4,4,0,1,TARDE,2,INTERIOR,4,SEDE,,603578,0,0038,-34.77242338,-61.51923863,605900337,POINT (-61.51923862746182 -34.77242337903495)
Nivel_Primario_G_Estatal.fid--3f1fc7b2_18a3e5760de_-59df,4357,4623,0059PP0045,060356400,"ESCUELA DE EDUCACIÓN PRIMARIA Nº45 ""BARTOLOME MITRE""",1,Educación Común,2,Nivel Primario,103,Inicial 2023,CUARTEL IX,S/N,,,534,EL TRIUNFO,6073,059,Lincoln,14,Región XIV,Tercera,Dirección Provincial de Educación Primaria,02355,15-47-0073,96953,ep45triunfo@gmail.com,1,Oficial,3,Rural Disperso,6,Estatal,0,Oficial,PP,ESCUELA DE EDUCACIÓN PRIMARIA,10,6,4,1,MAÑANA,2,INTERIOR,4,SEDE,,603564,0,0045,-35.16237922,-61.56906305,605900328,POINT (-61.569063045896876 -35.162379220092475)
Nivel_Primario_G_Estatal.fid--3f1fc7b2_18a3e5760de_-59de,4358,4624,0059PP0046,060354700,"ESCUELA DE EDUCACIÓN PRIMARIA Nº46 ""OLEGARIO V. ANDRADE""",1,Educación Común,2,Nivel Primario,103,Inicial 2023,CUARTEL XIV,S/N,,,538,ROBERTS,6075,059,Lincoln,14,Región XIV,Tercera,Dirección Provincial de Educación Primaria,02355,15-57-3503,96955,escuelaprimaria46@hotmail.com,3,Oficial,3,Rural Disperso,6,Estatal,0,Oficial,PP,ESCUELA DE EDUCACIÓN PRIMARIA,8,3,5,1,TARDE,2,INTERIOR,4,SEDE,,603547,0,0046,-35.13768819,-61.85307843,605900668,POINT (-61.85307843192765 -35.13768819105499)
Nivel_Primario_G_Estatal.fid--3f1fc7b2_18a3e5760de_-59dd,4359,4625,0059PP0049,060354500,"ESCUELA DE EDUCACIÓN PRIMARIA Nº49 ""MARTÍN FIERRO""",1,Educación Común,2,Nivel Primario,103,Inicial 2023,CUARTEL XI -ESTANCIA LA DOROTEA,S/N,,,538,ROBERTS,6075,059,Lincoln,14,Región XIV,Tercera,Dirección Provincial de Educación Primaria,02355,15-64-8347,96957,escuelaprimaria49@hotmailcom,3,Oficial,3,Rural Disperso,6,Estatal,0,Oficial,PP,ESCUELA DE EDUCACIÓN PRIMARIA,10,6,4,1,TARDE,2,INTERIOR,4,SEDE,,603545,0,0049,-35.10161226,-61.84113346,605900938,POINT (-61.841133459287555 -35.101612264651095)
Nivel_Primario_G_Estatal.fid--3f1fc7b2_18a3e5760de_-59dc,4360,4627,0059PP0051,060354600,"ESCUELA DE EDUCACIÓN PRIMARIA Nº51 ""CAMPAÑA DEL DESIERTO""",1,Educación Común,2,Nivel Primario,103,Inicial 2023,CUARTEL XIV,S/N,,,538,ROBERTS,6075,059,Lincoln,14,Región XIV,Tercera,Dirección Provincial de Educación Primaria,02355,64-8348,96961,escuelaprimaria51@hotmail.com,3,Oficial,3,Rural Disperso,6,Estatal,0,Oficial,PP,ESCUELA DE EDUCACIÓN PRIMARIA,7,5,2,1,MAÑANA,2,INTERIOR,4,SEDE,,603546,0,0051,-35.25085411,-62.02014442,605900316,POINT (-62.02014442093402 -35.25085411272358)
Nivel_Primario_G_Estatal.fid--3f1fc7b2_18a3e5760de_-59db,4361,4629,0059PP0056,060357600,"ESCUELA DE EDUCACIÓN PRIMARIA Nº56 ""MANUEL DE SARRATEA""",1,Educación Común,2,Nivel Primario,103,Inicial 2023,PEREGRINO RODRIGUEZ,S/N,,,3160,TRIUNVIRATO,6071,059,Lincoln,14,Región XIV,Tercera,Dirección Provincial de Educación Primaria,02355,15-48-2933,96964,escuelaprimaria56@hotmail.com,2,Oficial,4,Rural Agrupado,6,Estatal,0,Oficial,PP,ESCUELA DE EDUCACIÓN PRIMARIA,7,3,4,1,TARDE,2,INTERIOR,4,SEDE,,603576,0,0056,-34.67856702,-61.46724655,605900300,POINT (-61.46724655499334 -34.67856702198397)
Nivel_Primario_G_Estatal.fid--3f1fc7b2_18a3e5760de_-59da,4362,4630,0059PP0061,060357500,"ESCUELA DE EDUCACIÓN PRIMARIA Nº61 ""BERNARDO DE MONTEAGUDO""",1,Educación Común,2,Nivel Primario,103,Inicial 2023,CUARTEL VI,S/N,,,536,LINCOLN,6070,059,Lincoln,14,Región XIV,Tercera,Dirección Provincial de Educación Primaria,02355,15-64-8529,96966,monteagudo61@hotmail.com,1,Oficial,3,Rural Disperso,6,Estatal,0,Oficial,PP,ESCUELA DE EDUCACIÓN PRIMARIA,4,2,2,1,TARDE,2,INTERIOR,4,SEDE,,603575,0,0061,-34.82694763,-61.66361069,605900363,POINT (-61.663610685086965 -34.82694762713008)
