track_name,track_artist,track_popularity,track_album_name,track_album_release_date,playlist_name,playlist_genre,playlist_subgenre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
Polaroid,Jonas Blue,75,Polaroid,2018-10-05,indie poptimismşğ,pop,indie poptimism,0.652,0.897,7,-4.481,0,0.036,0.293,0,0.0722,0.475,114.033,193377
Believe,Cher,76,Believe,1998,90s Dance Hits,pop,dance pop,0.652,0.917,6,-6.72,1,0.0548,0.0082,0,0.0509,0.459,132.975,239027
Party In The U.S.A.,Miley Cyrus,78,The Time Of Our Lives (International Version),2009-01-01,Post pop teen,pop,post-teen pop,0.652,0.698,10,-4.667,0,0.042,0.00112,0.000115,0.0886,0.47,96.021,202067
tbh ily (Kidswaste Remix),Chet Porter,0,tbh ily (Kidswaste Remix),2016-04-14,Indie Poptimism,pop,indie poptimism,0.653,0.684,10,-9.703,1,0.0432,0.496,0.794,0.366,0.354,105.049,269973
Red Lights,TiĞsto,5,Red Lights,2013-12-13,Electropop Hits  2017-2020,pop,electropop,0.653,0.829,10,-4.783,1,0.0377,0.000739,1.5E-06,0.225,0.545,124.989,263890
Be As You Are - Acoustic,Mike Posner,12,Be As You Are (Acoustic),2016-08-19,Deep-deep Bubble Pop,pop,indie poptimism,0.653,0.328,11,-9.82,0,0.0451,0.815,0,0.114,0.501,144.966,234213
Safe And Sound,Capital Cities,13,In A Tidal Wave Of Mystery (Deluxe Edition),2013,ElectroPop,pop,electropop,0.653,0.822,0,-4.857,1,0.033,0.00021,0.0047,0.0838,0.762,117.949,192790
I Got U,Duke Dumont,15,I Got U,2014-01-01,Chillout & Remixes ,pop,indie poptimism,0.653,0.756,0,-7.794,1,0.0366,0.00364,0.00651,0.089,0.42,120.82,285596
Pretty Brown Eyes,Cody Simpson,16,Surfers Paradise,2013-07-12,¤İ¤ŞPost Teen Pop¤Ş¤İ,pop,post-teen pop,0.653,0.737,1,-5.446,1,0.0388,0.0181,0,0.136,0.763,99.033,168200
Enough,Rayne,32,Enough,2020-01-03,The Edge of Indie Poptimism,pop,indie poptimism,0.653,0.411,7,-8.913,0,0.12,0.427,0,0.108,0.127,142.527,220632
Lovers + Strangers,Starley,37,Lovers + Strangers,2019-10-11,Pop / Dance,pop,dance pop,0.653,0.69,1,-5.003,1,0.0756,0.109,0,0.136,0.652,110.214,178501
Do My Thing,Estelle,39,All of Me,2012-02-24,This Is Janelle MonĦe,pop,electropop,0.653,0.898,6,-2.946,0,0.0597,0.033,0,0.0483,0.963,144.973,208227
²¨ċ¤ĉ,Lucky Kilimanjaro,41,²¨ċ¤ĉ,2018-11-21,Best of 2019 Dance Pop: Japan,pop,dance pop,0.653,0.742,4,-7.084,1,0.0324,0.0176,0,0.212,0.74,122.031,181589
Drama Queen (That Girl) - Original Version,Lindsay Lohan,42,Confessions Of A Teenage Drama Queen,2004-01-01,post-teen pop,pop,post-teen pop,0.653,0.828,2,-5.22,1,0.0463,0.00103,0.00839,0.0938,0.898,129.989,209093
Cello Song Feat. Jose Gonzales,The Books,42,Music For A French Elevator And Other Oddities,2013-10-15,Electropop And Play,pop,electropop,0.653,0.467,1,-12.797,1,0.0358,0.607,0.79,0.101,0.493,117.357,234107
Kids in Love - Don Diablo Remix,Kygo,50,Kids in Love (Don Diablo Remix),2018-05-11,Pop Warmup 130 BPM,pop,dance pop,0.653,0.911,9,-2.979,0,0.0645,0.0623,5.22E-05,0.301,0.335,125.959,195714
All For Love,Madison Beer,54,All For Love,2015-09-04,"post-teen alternative, indie, pop (large variety)",pop,post-teen pop,0.653,0.76,1,-4.892,0,0.0556,0.00514,3.79E-05,0.0658,0.133,119.905,203680
Hum With Me,John De Sohn,55,Hum With Me,2017-06-09,Dance Pop Hits,pop,dance pop,0.653,0.708,10,-5.385,1,0.0345,0.109,0.0011,0.163,0.347,111.924,167871
Lovers + Strangers,Starley,58,Lovers + Strangers,2019-10-11,Dance Pop,pop,dance pop,0.653,0.69,1,-5.003,1,0.0756,0.109,0,0.136,0.652,110.214,178501
Blame It On Waylon,Josh Thompson,58,Way Out Here,2010-02-22,Dr. Q's Prescription Playlist,pop,post-teen pop,0.653,0.826,2,-5.352,1,0.0315,0.0353,0,0.193,0.669,122.055,212648
One Life,Mike Perry,64,One Life,2019-09-27,Dance Room,pop,dance pop,0.653,0.757,3,-3.642,1,0.0555,0.0997,0,0.242,0.233,128.015,204591
Would You Ever,Skrillex,67,Would You Ever,2017-07-26,ELECTROPOPı,pop,electropop,0.653,0.91,10,-3.36,1,0.0566,0.0079,0,0.318,0.0921,126.047,234286
Free (with Drew Love),Louis The Child,70,Free (with Drew Love),2019-11-06,2019 in Indie Poptimism,pop,indie poptimism,0.653,0.565,1,-6.636,1,0.0354,0.00561,3.02E-05,0.145,0.165,124.987,222253
Kind von Traurigkeit,Unzucht,0,Rosenkreuzer,2013-10-04,Gothic / Industrial / Mittelalter / EBM / Futurepop / Gothik / Electropop,pop,electropop,0.654,0.794,2,-5.797,0,0.0378,0.00749,0.0134,0.0864,0.335,109.989,268467
Turista del Amor,Jotdog,1,Turista del Amor,2012-01-17,ELECTROPOP EN ESPAOL,pop,electropop,0.654,0.9,4,-3.36,0,0.0522,0.238,2.11E-05,0.0995,0.563,115.994,241000
I Love You,Axwell /\ Ingrosso,7,I Love You,2017-02-10,Dance Pop,pop,dance pop,0.654,0.859,0,-4.321,1,0.166,0.336,0,0.0947,0.704,114.87,191000
Only In My Dreams,Lowen,27,Only In My Dreams,2019-09-25,POPTIMISM,pop,indie poptimism,0.654,0.688,9,-6.857,1,0.161,0.274,0.0283,0.185,0.268,119.976,203639
Okay.,Bailey Crego,29,Dangerous,2019-08-02,TUNES DANCE AND POP,pop,dance pop,0.654,0.601,2,-6.474,1,0.0234,0.029,0,0.209,0.708,99.953,199800
pete davidson,Ariana Grande,36,Sweetener,2018-08-17,Post Teen Pop,pop,post-teen pop,0.654,0.312,4,-10.212,1,0.0508,0.429,8.59E-06,0.19,0.304,119.9,73813
Take It All,Sawyer Fredericks,43,A Good Storm,2016-05-13,random playlist that can't decide its genre so go ahead jam along with these catchy tunes,pop,indie poptimism,0.654,0.886,5,-5.29,1,0.0416,0.00689,0,0.136,0.626,94.014,220973
Dive,Hot Shade,68,Dive,2019-12-20,Dance Room,pop,dance pop,0.654,0.787,4,-4.999,1,0.0502,0.00515,0,0.144,0.409,123.978,164490
Brave,Don Diablo,68,Brave,2019-04-26,Cardio,pop,dance pop,0.654,0.874,6,-3.885,1,0.0543,0.169,1.77E-06,0.134,0.542,119.85,184027
Brave,Don Diablo,68,Brave,2019-04-26,Pop - Pop UK - 2019 - Canadian Pop - 2019 - Pop,pop,post-teen pop,0.654,0.874,6,-3.885,1,0.0543,0.169,1.77E-06,0.134,0.542,119.85,184027
Red Lights,TiĞsto,69,A Town Called Paradise,2014-06-13,Dance Pop,pop,dance pop,0.654,0.83,10,-4.801,1,0.0366,0.000629,1.13E-06,0.121,0.548,124.989,262200
Red Lights,TiĞsto,69,A Town Called Paradise,2014-06-13,Mix ElectroPop//ElectroHouse// DeepHouse 2020,pop,electropop,0.654,0.83,10,-4.801,1,0.0366,0.000629,1.13E-06,0.121,0.548,124.989,262200
Blow Your Mind (Mwah),Dua Lipa,70,Blow Your Mind (Mwah),2016-08-26,ElectroPop,pop,electropop,0.654,0.796,2,-4.761,0,0.122,0.0188,0,0.0948,0.491,108.854,178583
The Spectre,Alan Walker,75,The Spectre,2017-09-15,ElectroPop,pop,electropop,0.654,0.711,1,-7.438,0,0.0383,0.0214,0.00191,0.0903,0.198,127.957,193788
Island In The Sun,Weezer,75,Weezer (Green Album),2001-05-15,Indie Poptimism,pop,indie poptimism,0.654,0.81,4,-6.26,0,0.0288,0.00719,0.00251,0.165,0.661,114.623,200307
Sorry,Justin Bieber,81,Purpose (Deluxe),2015-11-13,Dance Pop,pop,dance pop,0.654,0.76,0,-3.669,0,0.045,0.0797,0,0.299,0.41,99.945,200787
Sorry,Justin Bieber,81,Purpose (Deluxe),2015-11-13,Post pop teen,pop,post-teen pop,0.654,0.76,0,-3.669,0,0.045,0.0797,0,0.299,0.41,99.945,200787
Sorry,Justin Bieber,81,Purpose (Deluxe),2015-11-13,10er Playlist,pop,electropop,0.654,0.76,0,-3.669,0,0.045,0.0797,0,0.299,0.41,99.945,200787
"10,000 Hours (with Justin Bieber)",Dan + Shay,91,"10,000 Hours (with Justin Bieber)",2019-10-04,Pop - Pop UK - 2019 - Canadian Pop - 2019 - Pop,pop,post-teen pop,0.654,0.63,10,-4.644,1,0.0259,0.153,0,0.111,0.43,89.991,167693
Generation Of Love,Masterboy,1,Generation Of Love,1995-01-01,90s Dance Hits,pop,dance pop,0.655,0.884,6,-6.515,0,0.0602,0.0102,0,0.259,0.772,140.008,219240
Thursday,Lostboycrow,10,Thursday,2016-05-12,Indie Poptimism,pop,indie poptimism,0.655,0.715,7,-5.504,1,0.183,0.145,0,0.357,0.609,100.055,185045
Night Sweats,Lloyd Cole,18,Guesswork,2019-07-26,Electropop And Play,pop,electropop,0.655,0.761,8,-6.295,1,0.0367,0.207,0.183,0.0818,0.59,90.017,379228
Visions,Danrell,37,Visions,2017-02-20,Indie Poptimism,pop,indie poptimism,0.655,0.795,7,-3.225,0,0.149,0.233,0.0018,0.149,0.266,180.056,235333
Lie,Shallou,41,Lie,2018-01-25,Dance Pop,pop,dance pop,0.655,0.427,2,-11.684,0,0.0799,0.295,0.00108,0.0788,0.224,107.992,215446
Easy Breezy,chelmico,42,Easy Breezy,2020-01-17,Dance Pop: Japan,pop,dance pop,0.655,0.993,2,-2.026,1,0.0862,0.507,0,0.392,0.62,93.021,208376
Fantasy Girl,Johnny O.,47,Johnny O (Deluxe Edition),2011-08-15,"Maxi Pop  GOLD (New Wave, Electropop, Synth Pop...)",pop,electropop,0.655,0.486,9,-16.934,0,0.0337,0.00793,0.3,0.129,0.449,127.214,474333
Life's What You Make It,Graham Colton,50,Life's What You Make It,2016-03-04,random playlist that can't decide its genre so go ahead jam along with these catchy tunes,pop,indie poptimism,0.655,0.686,7,-5.701,1,0.028,0.371,1.13E-06,0.113,0.544,112.974,186109
Coloring Outside The Lines,MisterWives,54,Connect The Dots,2017-05-19,Indie Poptimism,pop,indie poptimism,0.655,0.823,0,-4.28,1,0.0546,0.0196,9.14E-05,0.546,0.622,111.007,231307
We Are the Young,Addal,57,We Are the Young,2019-11-08,Pop / Dance,pop,dance pop,0.655,0.825,6,-4.891,1,0.0383,0.0779,0,0.137,0.579,110.065,176864
"Sit Still, Look Pretty",Daya,59,"Sit Still, Look Pretty",2017-01-06,Post pop teen,pop,post-teen pop,0.655,0.787,2,-3.031,1,0.264,0.122,3.11E-06,0.178,0.554,181.799,202227
Cemetery,COIN,60,Cemetery,2018-11-16,"Indie Poptimism (PUBLIC, The Band CAMINO, lovelytheband)",pop,indie poptimism,0.655,0.856,1,-4.615,0,0.0315,0.148,3.67E-06,0.126,0.941,126.984,177147
Never Go Back - Robin Schulz Remix,Dennis Lloyd,70,Never Go Back (Remixes),2019-06-07,Dance Pop Hits,pop,dance pop,0.655,0.713,9,-6.293,0,0.0501,0.338,0,0.0971,0.61,94.05,184653
All Falls Down (feat. Juliander),Alan Walker,70,Different World,2018-12-14,Dance Pop Hits,pop,dance pop,0.655,0.672,1,-4.966,1,0.0581,0.253,0,0.312,0.675,98.005,198880
Dear Future Husband,Meghan Trainor,71,Title (Deluxe),2015-01-09,post teen pop,pop,post-teen pop,0.655,0.782,1,-4.789,1,0.185,0.375,0,0.317,0.832,79.427,184227
Lonely Together (feat. Rita Ora),Avicii,73,AVÄŞCI (01),2017-08-10,ELECTROPOPı,pop,electropop,0.655,0.666,5,-5.309,1,0.0612,0.134,2.12E-05,0.0683,0.272,102.977,181812
Tear in My Heart,Twenty One Pilots,73,Blurryface,2015-05-15,Electropop,pop,electropop,0.655,0.632,2,-4.802,1,0.0489,0.0189,0,0.0722,0.447,120.113,188493
Safe And Sound,Capital Cities,77,In A Tidal Wave Of Mystery (Deluxe Edition),2013,"post-teen alternative, indie, pop (large variety)",pop,post-teen pop,0.655,0.819,0,-4.852,1,0.0316,0.000176,0.00374,0.104,0.766,117.956,192790
Safe And Sound,Capital Cities,77,In A Tidal Wave Of Mystery (Deluxe Edition),2013,ELECTROPOPı,pop,electropop,0.655,0.819,0,-4.852,1,0.0316,0.000176,0.00374,0.104,0.766,117.956,192790
Despacito,Luis Fonsi,79,VIDA,2019-02-01,post teen pop,pop,post-teen pop,0.655,0.797,2,-4.787,1,0.153,0.198,0,0.067,0.839,177.928,229360
Swimming Pools (Drank),Kendrick Lamar,7,Swimming Pools (Drank),2012-08-03,BALLARE - ĜħÙĜµ,pop,post-teen pop,0.656,0.446,1,-5.897,1,0.265,0.00695,0.000419,0.088,0.203,74.543,247800
You're My Heart You're My Soul,Laura Tain,11,I Know Who You Are,2015-04-20,80's Songs | Top Ż 80s Music Hits,pop,electropop,0.656,0.526,0,-15.149,0,0.0437,0.355,0.00801,0.116,0.589,106.985,263387
Personal Jesus,Depeche Mode,18,Melod­a FM,2014-03-24,"Maxi Pop  GOLD (New Wave, Electropop, Synth Pop...)",pop,electropop,0.656,0.78,11,-7.053,1,0.0456,0.116,0.163,0.101,0.339,130.059,294893
Outa My Head 01101110,Roy English,24,Outa My Head 01101110,2017-06-02,Indie Poptimism,pop,indie poptimism,0.656,0.731,0,-6.104,0,0.0672,0.00642,0,0.116,0.265,101.03,215150
Be Still,Big Boi,27,Sir Lucious Left Foot...The Son Of Chico Dusty (Deluxe),2010-01-01,This Is Janelle MonĦe,pop,electropop,0.656,0.636,0,-5.617,1,0.16,0.462,0,0.52,0.692,119.709,310253
Tell Me Why,Duskus,33,Tell Me Why,2019-03-22,Pop Dance Hits,pop,dance pop,0.656,0.773,6,-8.339,1,0.0866,0.528,0.065,0.0856,0.106,132.039,218182
Espejo,Javiera Mena,35,Espejo,2018-04-27,This Is: Javiera Mena,pop,electropop,0.656,0.811,1,-5.411,0,0.0305,0.125,0.00728,0.164,0.501,122.967,224133
Thirsty,Geoffroy,39,Coastline,2017-03-10,Music&Other Drugs,pop,indie poptimism,0.656,0.413,5,-10.117,0,0.029,0.728,0.00254,0.118,0.394,77.006,207222
Everything and More (feat. Aaron Cole),Hollyn,43,Everything and More / Isaac,2018-10-19,Christian Dance Party,pop,dance pop,0.656,0.7,4,-7.176,0,0.0431,0.249,0,0.221,0.293,100.01,197000
Rise (feat. Skylar Grey),David Guetta,43,Listen,2014-11-21,ELECTROPOP,pop,electropop,0.656,0.717,3,-2.893,0,0.0511,0.137,4.11E-06,0.119,0.253,129.867,235385
Written in the Stars (feat. Eric Turner),Tinie Tempah,57,Written In The Stars (feat. Eric Turner) [Non-UK Clean Radio Version],2010-09-03,10er Playlist,pop,electropop,0.656,0.931,7,-4.188,1,0.0981,0.0613,0,0.219,0.534,91.881,207653
Talk Is Cheap,Nick Murphy / Chet Faker,61,Built on Glass,2014-04-14,Indie Poptimism!,pop,indie poptimism,0.656,0.61,0,-7.894,0,0.171,0.416,0.000172,0.245,0.52,140.058,218067
Sweet Dreams,La Bouche,62,Greatest Hits,2007,90s Dance Hits,pop,dance pop,0.656,0.956,11,-5.647,0,0.0536,0.0784,0.0247,0.0923,0.831,133.713,204587
Finest Hour (feat. Abir),Cash Cash,65,Finest Hour (feat. Abir),2018-04-12,Indie Poptimism,pop,indie poptimism,0.656,0.729,5,-4.223,0,0.0765,0.0789,0,0.133,0.438,95.974,215781
It's Time,Imagine Dragons,66,Night Visions,2012-09-04,"post-teen alternative, indie, pop (large variety)",pop,post-teen pop,0.656,0.884,2,-4.748,1,0.0372,0.0162,0,0.145,0.86,105.009,237987
Empty Streets,Kota Banks,2,Empty Streets,2016-10-07,Deep-deep Bubble Pop,pop,indie poptimism,0.657,0.633,7,-7.063,1,0.0399,0.0222,1.01E-05,0.13,0.31,140.024,186857
Be My Lover,La Bouche,13,50 Summer Hits,2009-06-11,90s Dance Hits,pop,dance pop,0.657,0.913,1,-7.108,0,0.0313,0.000236,0,0.862,0.827,134.774,239747
It's Time,Imagine Dragons,14,Night Visions (Deluxe),2012-09-04,random playlist that can't decide its genre so go ahead jam along with these catchy tunes,pop,indie poptimism,0.657,0.885,2,-4.695,1,0.0344,0.0168,0,0.147,0.869,105.011,237987
Party Rock Anthem,LMFAO,24,A Decade Of Bops,2019-12-20,post teen pop,pop,post-teen pop,0.657,0.81,1,-5.074,1,0.144,0.0474,0,0.171,0.474,129.856,245800
Paper Skin,Moonfall,31,Paper Skin,2019-09-26,"Indie Poptimism (PUBLIC, The Band CAMINO, lovelytheband)",pop,indie poptimism,0.657,0.811,4,-5.437,0,0.0465,0.0665,1.41E-06,0.312,0.63,119.995,187625
Mirage,Platon Emil,33,Mirage,2017-10-20,Christian Dance Party,pop,dance pop,0.657,0.771,4,-5.447,0,0.0445,0.105,0,0.211,0.375,105.019,213411
I've Changed,Asher Knight,42,I've Changed,2019-10-04,TUNES DANCE AND POP,pop,dance pop,0.657,0.73,8,-6.294,1,0.0633,0.118,4.21E-06,0.152,0.249,92.883,215448
Up We Go,Lights,48,Midnight Machines,2016-04-08,The Sound of Indie Poptimism,pop,indie poptimism,0.657,0.384,4,-12.259,1,0.0422,0.882,0.00227,0.114,0.374,123.953,339560
More Than This,Roxy Music,59,Roxy Music Collection,2004-01-01,"Maxi Pop  GOLD (New Wave, Electropop, Synth Pop...)",pop,electropop,0.657,0.552,6,-11.77,1,0.0255,0.0424,0.039,0.106,0.759,128.494,272857
Drive,Oh Wonder,66,Oh Wonder,2015-09-04,Indie Poptimism,pop,indie poptimism,0.657,0.456,9,-8.351,1,0.0961,0.705,8.84E-06,0.084,0.381,141.735,196466
Heaven (feat. Veronica),Dzeko,68,Heaven (feat. Veronica),2019-01-04,Cardio,pop,dance pop,0.657,0.882,0,-3.565,0,0.0456,0.247,0.00202,0.112,0.179,127.994,195000
GDFR (feat. Sage the Gemini & Lookas),Flo Rida,68,My House,2015-04-07,ELECTROPOP,pop,electropop,0.657,0.827,5,-4.036,1,0.0734,0.000704,0.00534,0.065,0.69,145.889,190186
"Sit Still, Look Pretty",Daya,70,"Sit Still, Look Pretty",2016-10-07,A Loose Definition of Indie Poptimism,pop,indie poptimism,0.657,0.739,2,-4.081,1,0.274,0.141,0,0.178,0.543,181.994,202221
Down,Jay Sean,76,All Or Nothing,2009-01-01,Post-teen pop,pop,post-teen pop,0.657,0.695,2,-4.493,1,0.0321,0.0108,0,0.0822,0.683,65.997,212107
Hey There Delilah,Plain White T's,80,All That We Needed,2005-01-01,Post pop teen,pop,post-teen pop,0.657,0.291,2,-10.572,1,0.0293,0.872,0,0.114,0.298,103.973,232533
Hate Me (with Juice WRLD),Ellie Goulding,88,Hate Me (with Juice WRLD),2019-06-26,Intro to Post-Teen Pop,pop,post-teen pop,0.657,0.768,8,-4.628,1,0.0507,0.108,0,0.144,0.759,75.025,186223
Espada,Javiera Mena,0,Otra Era,2014-10-28,This Is: Javiera Mena,pop,electropop,0.658,0.916,0,-4.304,1,0.027,0.00184,0.000912,0.369,0.916,127.008,254126
Hasta la Verdad,Javiera Mena,0,Mena,2010-09-01,This Is: Javiera Mena,pop,electropop,0.658,0.777,1,-6.69,1,0.0283,0.0293,0.00143,0.0541,0.92,105.009,292800
Los Olores de Tu Alma,Javiera Mena,0,Otra Era,2014-10-28,This Is: Javiera Mena,pop,electropop,0.658,0.901,5,-4.899,1,0.0316,0.00563,0.00565,0.138,0.393,127.011,300582
La Vida No Es Eterna,Javiera Mena,5,Nos Vamos Juntos - Un Tributo A Las Canciones De Caifanes Y Jaguares,2011-01-01,This Is: Javiera Mena,pop,electropop,0.658,0.854,0,-6.972,0,0.0439,0.000348,0.261,0.112,0.831,122.977,273995
Lush Life,Zara Larsson,12,Lush Life,2015-06-05,A Loose Definition of Indie Poptimism,pop,indie poptimism,0.658,0.741,7,-2.86,0,0.0536,0.141,0,0.189,0.789,98.024,202213
You Don't Love Me Now,The Made and The Born,16,You Don't Love Me Now,2019-07-05,"Indie Poptimism (PUBLIC, The Band CAMINO, lovelytheband)",pop,indie poptimism,0.658,0.588,11,-13.721,0,0.0376,0.00832,0.0013,0.206,0.533,109.994,215556
Changes,Steve Hartz,19,Changes,2018-12-14,Pop Dance Hits,pop,dance pop,0.658,0.808,10,-6.356,0,0.0376,0.0127,0.333,0.194,0.28,111.977,203571
In Real Life,The Ruby Suns,27,Christopher,2013-01-28,GTA V - Radio Mirror Park,pop,electropop,0.658,0.94,9,-5.171,0,0.048,0.0163,0.194,0.15,0.53,119.996,247293
I Believe,Simian Mobile Disco,37,Attack Decay Sustain Release,2007-01-01,Electropop And Play,pop,electropop,0.658,0.714,6,-4.84,1,0.18,0.00458,0.00725,0.0914,0.829,97.104,196280
Dub-I-Dub,Me & My,49,Me & My,1995,90s Dance Hits,pop,dance pop,0.658,0.96,7,-6.251,1,0.0474,0.066,1.38E-05,0.154,0.961,136.005,205000
Start of Something New,Melodyia Music,58,Start of Something New,2014-11-04,post teen pop,pop,post-teen pop,0.658,0.733,7,-7.384,1,0.0315,0.327,0,0.385,0.198,103.969,193751
DRIP,HINAPIA,59,New Start,2019-11-03,K-Party Dance Mix,pop,dance pop,0.658,0.87,2,-2.373,1,0.0626,0.177,0,0.36,0.422,89.994,200465
Let Me Love You (Until You Learn To Love Yourself),Ne-Yo,69,R.E.D. (Deluxe Edition),2012-01-01,Dance Pop,pop,dance pop,0.658,0.677,5,-6.628,1,0.0393,0.248,0,0.368,0.248,124.91,251627
Live While We're Young,One Direction,70,Take Me Home: Yearbook Edition,2012-11-09,¤İ¤ŞPost Teen Pop¤Ş¤İ,pop,post-teen pop,0.658,0.837,2,-2.063,1,0.0543,0.0629,0,0.0969,0.936,126.015,200187
If I Could Turn Back Time,Cher,72,Heart Of Stone,1989-01-01,80's Songs | Top Ż 80s Music Hits,pop,electropop,0.658,0.575,11,-10.365,1,0.0267,0.243,0,0.122,0.504,108.329,239827
Bones (feat. OneRepublic),Galantis,77,Bones (feat. OneRepublic),2019-01-31,Pop - Pop UK - 2019 - Canadian Pop - 2019 - Pop,pop,post-teen pop,0.658,0.804,0,-5.735,1,0.0377,0.00463,0,0.178,0.508,120.047,205793
Bones (feat. OneRepublic),Galantis,77,Bones (feat. OneRepublic),2019-01-31,Electropop 2019,pop,electropop,0.658,0.804,0,-5.735,1,0.0377,0.00463,0,0.178,0.508,120.047,205793
Mistletoe,Justin Bieber,84,Under The Mistletoe (Deluxe Edition),2011-01-01,post teen pop,pop,post-teen pop,0.658,0.56,6,-9.049,0,0.0467,0.498,0,0.0794,0.854,161.994,182947
Que Tire Pa Lante,Daddy Yankee,90,Que Tire Pa Lante,2019-10-18,Todo xitos,pop,dance pop,0.658,0.901,7,-2.814,1,0.0357,0.0478,0,0.12,0.708,93.979,210520
Que Tire Pa Lante,Daddy Yankee,90,Que Tire Pa Lante,2019-10-18,Pop - Pop UK - 2019 - Canadian Pop - 2019 - Pop,pop,post-teen pop,0.658,0.901,7,-2.814,1,0.0357,0.0478,0,0.12,0.708,93.979,210520
Lightning In A Bottle,The Summer Set,0,Legendary,2013-04-15,¤İ¤ŞPost Teen Pop¤Ş¤İ,pop,post-teen pop,0.659,0.871,4,-1.55,1,0.0333,0.095,0,0.298,0.765,128.993,245492
Judas,BANKS,0,The Altar,2016-09-30,Deep-deep Bubble Pop,pop,indie poptimism,0.659,0.529,5,-9.246,0,0.0357,0.0242,8.52E-06,0.142,0.41,107.975,236933
Lebensborn - Update,[:SITD:],4,Icon:Koru,2011-11-18,Gothic / Industrial / Mittelalter / EBM / Futurepop / Gothik / Electropop,pop,electropop,0.659,0.927,8,-6.16,1,0.0427,0.225,0.0191,0.108,0.327,124.009,337453
Wait,Maroon 5,7,Red Pill Blues (Deluxe),2017-11-03,Electropop Hits  2017-2020,pop,electropop,0.659,0.604,8,-5.084,1,0.0542,0.0889,0,0.105,0.407,126.135,190643
"Sit Still, Look Pretty",Daya,11,Daya,2015-09-04,random playlist that can't decide its genre so go ahead jam along with these catchy tunes,pop,indie poptimism,0.659,0.767,2,-3.016,1,0.261,0.12,0,0.181,0.554,181.818,200717
Liquid Blue,The.madpix.project,24,Liquid Blue,2015-08-07,Electropop - Pop,pop,electropop,0.659,0.794,10,-5.644,0,0.054,0.000761,0.132,0.322,0.852,128.041,228565
Dynamite,China Anne McClain,35,A.N.T. Farm (Original Soundtrack),2012-01-01,Post teen pop,pop,post-teen pop,0.659,0.789,6,-3.444,1,0.0717,0.184,0,0.0535,0.493,121.947,162960
Now's The Time,Moon Taxi,42,Now's The Time / This World,2019-04-19,"Indie Poptimism (PUBLIC, The Band CAMINO, lovelytheband)",pop,indie poptimism,0.659,0.9,7,-4.399,0,0.0598,0.0251,1.67E-05,0.129,0.568,90.011,198678
Stardust,Zeds Dead,44,Northern Lights,2016-10-14,Indie Poptimism,pop,indie poptimism,0.659,0.729,3,-5.839,0,0.0498,0.146,0.000851,0.0898,0.254,121.989,258827
Therapy,Armin van Buuren,52,Therapy,2018-04-20,Dance Pop,pop,dance pop,0.659,0.866,2,-5.117,0,0.0545,0.018,0,0.13,0.705,114.862,186187
Birch Tree,Foals,59,What Went Down,2015-08-28,Indie/Jazz Poptimism,pop,indie poptimism,0.659,0.792,6,-7.101,0,0.0301,0.0186,0.0405,0.102,0.466,108.009,261133
Stole Your Car,Charlotte Lawrence,61,Stole Your Car,2018-09-13,a taste of the mainstream,pop,post-teen pop,0.659,0.712,7,-5.61,0,0.0782,0.0729,3.04E-05,0.367,0.202,101.034,215786
Bette Davis Eyes,Kim Carnes,62,Bette Davis Eyes,2007-01-01,80's Songs | Top Ż 80s Music Hits,pop,electropop,0.659,0.541,5,-7.919,1,0.0272,0.0174,0,0.198,0.56,116.685,224693
Year 3000,Jonas Brothers,68,Music From Chasing Happiness,2019-05-09,post-teen pop,pop,post-teen pop,0.659,0.857,11,-5.85,1,0.0437,0.0045,1.93E-06,0.335,0.798,106.965,201960
Just Canât Get Enough,The Black Eyed Peas,70,The Beginning,2010-01-01,BALLARE - ĜħÙĜµ,pop,post-teen pop,0.659,0.628,0,-8.685,0,0.179,0.186,0,0.105,0.262,94.05,219427
Just Canât Get Enough,The Black Eyed Peas,70,The Beginning,2010-01-01,Mix ElectroPop//ElectroHouse// DeepHouse 2020,pop,electropop,0.659,0.628,0,-8.685,0,0.179,0.186,0,0.105,0.262,94.05,219427
Dancing in the Moonlight,JubĞl,71,Dancing in the Moonlight,2018-06-22,Dance Pop Hits,pop,dance pop,0.659,0.617,11,-5.862,0,0.0649,0.27,0,0.187,0.187,119.858,164010
One Thing Right,Marshmello,85,One Thing Right,2019-06-21,Pop / Dance,pop,dance pop,0.659,0.623,4,-2.253,1,0.0451,0.0667,0,0.582,0.439,88.042,181824
Wild + Free,Andrew Simple,0,Wake,2016-04-22,random playlist that can't decide its genre so go ahead jam along with these catchy tunes,pop,indie poptimism,0.66,0.855,9,-8.386,1,0.0424,0.00985,8.8E-05,0.0695,0.222,112.466,154933
2Shy,Shura,0,2Shy,2015-03-10,Indie Poptimism!,pop,indie poptimism,0.66,0.7,9,-7.832,1,0.0304,0.0612,0.0687,0.116,0.221,102.514,280205
So Good,Jae Mazor,1,Get Closer,2016-03-01,Someone You Loved Lewis Capaldi (Pop Music Mix),pop,post-teen pop,0.66,0.461,10,-7.332,1,0.0373,0.385,0.00535,0.0883,0.14,124.018,216948
Problem,Ariana Grande,9,My Everything (Deluxe),2014-08-22,Pop Inglİs (2020 - 2010s) Mşsica En Inglİs 2010s,pop,dance pop,0.66,0.805,1,-5.352,0,0.153,0.0192,8.83E-06,0.159,0.625,103.009,193920
